,brand,prix,Segment de marché,min,max
113,majestic filatures,52.0,milieu de gamme,223.25,378.09999999999997
114,majestic filatures,40.0,milieu de gamme,223.25,378.09999999999997
115,majestic filatures,63.24,milieu de gamme,223.25,378.09999999999997
116,majestic filatures,99.91,milieu de gamme,223.25,378.09999999999997
117,majestic filatures,36.0,milieu de gamme,223.25,378.09999999999997
118,majestic filatures,60.0,milieu de gamme,223.25,378.09999999999997
119,majestic filatures,50.59,milieu de gamme,223.25,378.09999999999997
120,majestic filatures,50.0,milieu de gamme,223.25,378.09999999999997
121,majestic filatures,39.0,milieu de gamme,223.25,378.09999999999997
122,majestic filatures,82.21,milieu de gamme,223.25,378.09999999999997
123,majestic filatures,145.44,milieu de gamme,223.25,378.09999999999997
124,majestic filatures,45.0,milieu de gamme,223.25,378.09999999999997
125,majestic filatures,82.21,milieu de gamme,223.25,378.09999999999997
126,majestic filatures,53.12,milieu de gamme,223.25,378.09999999999997
127,majestic filatures,65.0,milieu de gamme,223.25,378.09999999999997
128,majestic filatures,55.0,milieu de gamme,223.25,378.09999999999997
129,majestic filatures,80.0,milieu de gamme,223.25,378.09999999999997
130,majestic filatures,46.0,milieu de gamme,223.25,378.09999999999997
131,majestic filatures,47.0,milieu de gamme,223.25,378.09999999999997
132,majestic filatures,60.0,milieu de gamme,223.25,378.09999999999997
133,majestic filatures,70.0,milieu de gamme,223.25,378.09999999999997
134,majestic filatures,60.0,milieu de gamme,223.25,378.09999999999997
135,majestic filatures,65.0,milieu de gamme,223.25,378.09999999999997
136,majestic filatures,37.0,milieu de gamme,223.25,378.09999999999997
137,majestic filatures,150.0,milieu de gamme,223.25,378.09999999999997
138,majestic filatures,100.0,milieu de gamme,223.25,378.09999999999997
139,majestic filatures,50.0,milieu de gamme,223.25,378.09999999999997
140,majestic filatures,98.0,milieu de gamme,223.25,378.09999999999997
141,majestic filatures,70.0,milieu de gamme,223.25,378.09999999999997
142,majestic filatures,65.0,milieu de gamme,223.25,378.09999999999997
143,majestic filatures,65.0,milieu de gamme,223.25,378.09999999999997
144,majestic filatures,180.0,milieu de gamme,223.25,378.09999999999997
145,majestic filatures,93.59,milieu de gamme,223.25,378.09999999999997
146,majestic filatures,100.0,milieu de gamme,223.25,378.09999999999997
147,majestic filatures,100.0,milieu de gamme,223.25,378.09999999999997
148,majestic filatures,89.0,milieu de gamme,223.25,378.09999999999997
149,majestic filatures,216.18,milieu de gamme,223.25,378.09999999999997
150,majestic filatures,89.0,milieu de gamme,223.25,378.09999999999997
151,majestic filatures,75.14,milieu de gamme,223.25,378.09999999999997
152,majestic filatures,22.95,milieu de gamme,223.25,378.09999999999997
153,majestic filatures,157.29,milieu de gamme,223.25,378.09999999999997
154,the kooples,58.18,premium / luxe abordable,207,345
155,the kooples,220.0,premium / luxe abordable,207,345
156,the kooples,75.88,premium / luxe abordable,207,345
157,the kooples,210.0,premium / luxe abordable,207,345
158,the kooples,50.0,premium / luxe abordable,207,345
159,the kooples,300.0,premium / luxe abordable,207,345
160,the kooples,252.94,premium / luxe abordable,207,345
161,the kooples,91.0,premium / luxe abordable,207,345
162,the kooples,120.0,premium / luxe abordable,207,345
163,the kooples,80.0,premium / luxe abordable,207,345
164,the kooples,80.0,premium / luxe abordable,207,345
165,the kooples,155.0,premium / luxe abordable,207,345
166,the kooples,200.0,premium / luxe abordable,207,345
167,the kooples,75.0,premium / luxe abordable,207,345
168,the kooples,150.0,premium / luxe abordable,207,345
169,the kooples,130.0,premium / luxe abordable,207,345
170,the kooples,104.0,premium / luxe abordable,207,345
171,the kooples,80.0,premium / luxe abordable,207,345
172,the kooples,180.0,premium / luxe abordable,207,345
173,the kooples,75.0,premium / luxe abordable,207,345
174,the kooples,72.25,premium / luxe abordable,207,345
175,the kooples,88.53,premium / luxe abordable,207,345
176,the kooples,160.0,premium / luxe abordable,207,345
177,the kooples,110.0,premium / luxe abordable,207,345
178,the kooples,140.0,premium / luxe abordable,207,345
179,the kooples,180.0,premium / luxe abordable,207,345
180,the kooples,150.0,premium / luxe abordable,207,345
181,the kooples,140.0,premium / luxe abordable,207,345
182,the kooples,120.0,premium / luxe abordable,207,345
183,the kooples,150.0,premium / luxe abordable,207,345
184,the kooples,150.0,premium / luxe abordable,207,345
185,the kooples,165.0,premium / luxe abordable,207,345
186,the kooples,175.0,premium / luxe abordable,207,345
187,the kooples,150.0,premium / luxe abordable,207,345
188,the kooples,100.0,premium / luxe abordable,207,345
189,the kooples,125.0,premium / luxe abordable,207,345
190,the kooples,99.0,premium / luxe abordable,207,345
191,the kooples,189.71,premium / luxe abordable,207,345
192,the kooples,37.94,premium / luxe abordable,207,345
193,the kooples,115.0,premium / luxe abordable,207,345
194,the kooples,120.0,premium / luxe abordable,207,345
195,the kooples,220.06,premium / luxe abordable,207,345
196,the kooples,180.0,premium / luxe abordable,207,345
197,the kooples,286.0,premium / luxe abordable,207,345
198,the kooples,95.0,premium / luxe abordable,207,345
199,the kooples,320.0,premium / luxe abordable,207,345
200,the kooples,153.15,premium / luxe abordable,207,345
201,the kooples,254.0,premium / luxe abordable,207,345
202,the kooples,300.0,premium / luxe abordable,207,345
203,the kooples,300.0,premium / luxe abordable,207,345
204,the kooples,165.0,premium / luxe abordable,207,345
205,the kooples,88.24,premium / luxe abordable,207,345
206,the kooples,151.76,premium / luxe abordable,207,345
207,the kooples,125.21,premium / luxe abordable,207,345
208,the kooples,239.03,premium / luxe abordable,207,345
209,the kooples,125.21,premium / luxe abordable,207,345
210,the kooples,188.44,premium / luxe abordable,207,345
211,the kooples,115.0,premium / luxe abordable,207,345
212,the kooples,250.0,premium / luxe abordable,207,345
213,the kooples,201.09,premium / luxe abordable,207,345
214,the kooples,145.0,premium / luxe abordable,207,345
215,the kooples,200.0,premium / luxe abordable,207,345
216,promod,29.0,entrée de gamme / mass market,30,80
217,promod,45.0,entrée de gamme / mass market,30,80
218,promod,35.0,entrée de gamme / mass market,30,80
219,promod,80.0,entrée de gamme / mass market,30,80
220,promod,29.0,entrée de gamme / mass market,30,80
221,promod,17.0,entrée de gamme / mass market,30,80
222,promod,22.0,entrée de gamme / mass market,30,80
223,promod,38.0,entrée de gamme / mass market,30,80
224,promod,60.0,entrée de gamme / mass market,30,80
225,promod,20.0,entrée de gamme / mass market,30,80
226,promod,28.0,entrée de gamme / mass market,30,80
227,promod,40.0,entrée de gamme / mass market,30,80
228,promod,22.0,entrée de gamme / mass market,30,80
229,promod,60.0,entrée de gamme / mass market,30,80
230,promod,57.0,entrée de gamme / mass market,30,80
231,promod,55.0,entrée de gamme / mass market,30,80
232,promod,38.0,entrée de gamme / mass market,30,80
233,promod,45.0,entrée de gamme / mass market,30,80
234,promod,35.0,entrée de gamme / mass market,30,80
235,promod,25.0,entrée de gamme / mass market,30,80
236,promod,25.0,entrée de gamme / mass market,30,80
237,promod,62.0,entrée de gamme / mass market,30,80
238,promod,62.0,entrée de gamme / mass market,30,80
239,promod,35.0,entrée de gamme / mass market,30,80
240,promod,44.26,entrée de gamme / mass market,30,80
241,promod,21.0,entrée de gamme / mass market,30,80
242,promod,50.0,entrée de gamme / mass market,30,80
243,promod,38.0,entrée de gamme / mass market,30,80
244,promod,125.0,entrée de gamme / mass market,30,80
245,promod,120.0,entrée de gamme / mass market,30,80
246,promod,20.0,entrée de gamme / mass market,30,80
247,promod,20.0,entrée de gamme / mass market,30,80
248,promod,30.0,entrée de gamme / mass market,30,80
249,promod,30.0,entrée de gamme / mass market,30,80
250,promod,20.0,entrée de gamme / mass market,30,80
251,promod,25.0,entrée de gamme / mass market,30,80
252,promod,35.0,entrée de gamme / mass market,30,80
253,promod,20.0,entrée de gamme / mass market,30,80
254,promod,25.0,entrée de gamme / mass market,30,80
255,promod,35.0,entrée de gamme / mass market,30,80
256,promod,79.0,entrée de gamme / mass market,30,80
257,promod,37.0,entrée de gamme / mass market,30,80
258,promod,35.0,entrée de gamme / mass market,30,80
259,promod,28.0,entrée de gamme / mass market,30,80
260,promod,35.0,entrée de gamme / mass market,30,80
261,promod,35.0,entrée de gamme / mass market,30,80
262,promod,25.0,entrée de gamme / mass market,30,80
263,promod,39.0,entrée de gamme / mass market,30,80
264,promod,65.0,entrée de gamme / mass market,30,80
265,promod,40.0,entrée de gamme / mass market,30,80
266,promod,16.0,entrée de gamme / mass market,30,80
267,promod,35.0,entrée de gamme / mass market,30,80
268,promod,35.0,entrée de gamme / mass market,30,80
269,promod,60.0,entrée de gamme / mass market,30,80
270,promod,30.0,entrée de gamme / mass market,30,80
271,promod,38.0,entrée de gamme / mass market,30,80
272,promod,33.0,entrée de gamme / mass market,30,80
273,promod,35.0,entrée de gamme / mass market,30,80
274,promod,60.0,entrée de gamme / mass market,30,80
275,promod,45.0,entrée de gamme / mass market,30,80
276,promod,60.0,entrée de gamme / mass market,30,80
277,promod,64.0,entrée de gamme / mass market,30,80
278,promod,60.0,entrée de gamme / mass market,30,80
279,promod,99.0,entrée de gamme / mass market,30,80
280,promod,100.0,entrée de gamme / mass market,30,80
281,promod,23.01,entrée de gamme / mass market,30,80
282,les petites,110.0,milieu de gamme,/,/
283,les petites,50.0,milieu de gamme,/,/
284,les petites,65.0,milieu de gamme,/,/
285,les petites,90.0,milieu de gamme,/,/
286,les petites,99.0,milieu de gamme,/,/
287,les petites,250.0,milieu de gamme,/,/
288,les petites,200.0,milieu de gamme,/,/
