,brand,incidence
1228,Fay,40258
1229,Fox,39528
1230,Freddy,38714
1231,FC Barcelona,38213
1232,Fracomina,37153
1233,Fabletics,36237
1234,Fashion Jewelry,34816
1235,FREE LANCE,32752
1236,Fox & Bunny,31849
1237,Fashion Express,31141
1238,Freemouss,29750
1239,Fiorella Rubino,29198
1240,Fjällräven,29050
1241,Façonnable,28457
1242,Festina,27433
1243,Fransa,26295
1244,Faith,25672
1245,Fred & Ginger,25479
1246,Festa,25292
1247,Fiesta,24753
1248,Froddo,24613
1249,FIMO,24437
1250,Fashion Union,24324
1251,Forever,23477
1252,Fitbit,23264
1253,Fischer,22934
1254,FREE,22737
1255,Flamenco,22615
1256,falcotto,22058
1257,Femme Luxe,21872
1258,Friboo,21705
1259,Finkid,21528
1260,Fleurus,21248
1261,Francoise Saget,20405
1262,Fabienne Chapot,20375
1263,Freesoul,20122
1264,F**K,20093
1265,Frendz,19468
1266,Fc Bayern München,18954
1267,Fixoni,18752
1268,Fusalp,18687
1269,Fenty Beauty,18454
1270,Flora & Co,18455
1271,Fosco,18254
1272,FFF,18034
1273,Fun&Fun,17868
1274,Footkorner,17249
1275,Famosa,17054
1276,Florence + Fred,17008
1277,fiorelli,16883
1278,FNAC,16570
1279,Father & sons,16271
1280,Fiorucci,16246
1281,Flamant Rose,15949
1282,Filorga,15779
1283,Farah,15681
1284,Fehn,15384
1285,Falke,15131
1286,FlashLights,15115
1287,Furygan,14795
1288,Filippa K.,14659
1289,Freequent,14612
1290,fugitive,14386
1291,First,14125
1292,Fantasy,14105
1293,Filling Pieces,13968
1294,Follow Me,13939
1295,Freya,13680
1296,Fred Mello,13589
1297,Flying Tiger,13609
1298,fashionova,13412
1299,Fantasie,13405
1300,FRNCH,13393
1301,floriane,13305
1302,Fly,13210
1303,F.R.I.E.N.D.S,12995
1304,Fiore,12652
1305,Finger in the nose,12364
1306,Fuchsia Paris,12291
1307,floryday,12278
1308,Fritzi aus Preußen,12248
1309,Fabiani,12187
1310,FAGUO,11965
1311,Frime,11861
1312,Fde la passion,11826
1313,Fiorella di Verdi,11833
1314,Fred Sabatier,11722
1315,FPC,11699
1316,Fly London,11590
1317,Faded Glory,11574
1318,Fashion Studio,11333
1319,Fred de la Bretoniere,11082
1320,FRAU,10830
1321,Fresh Made,10767
1322,Femmes Je Vous Aime,10630
1323,Freda,10597
1324,Fame,10573
1325,Find,10588
1326,Fever,10349
1327,Fratelli Rossetti,10319
1328,Feraud,10200
1329,Forever Folie,10072
1330,Frank Walder,10004
1331,Fashion New York,9998
1332,Folyfring,9981
1333,Frida,9814
1334,froy & dind,9787
1335,folia,9737
1336,FitZ,9636
1337,Fisherfield,9590
1338,F&P,9588
1339,Florence,9419
1340,felmini,9315
1341,Filii,9287
1342,Fleur De Sel,9139
1343,Francinel,9129
1344,Forecast,9132
1345,FitFlop,9114
1346,Fille à Suivre,9077
1347,Ferrache,9068
1348,Freesia,9054
1349,Fuchs Schmitt,8952
1350,Fantaisie,9045
1351,Forma,8884
1352,Fresh,8843
1353,Fifilles Paris,8811
1354,Felix Bühler,8708
1355,Francesco Biasia,8467
1356,Faberlic,8467
1357,Foque,8429
1358,Francesco Milano,8430
1359,Fly Girl,8410
1360,Forever New,8381
1361,FurReal,8305
1362,Frankie morello,8301
1363,Fenty,8263
1364,Foot Locker,8154
1365,Falcon,8057
1366,Fruit de Ma Passion,7932
1367,Flair,7917
1368,Fairly,7813
1369,Forever Unique,7793
1370,Fluo,7728
1371,Floreiza,7678
1372,Floris van Bommel,7685
1373,Fare,7618
1374,Frilivin,7550
1375,fashy,7495
1376,Foppapedretti,7496
1377,Five,7479
1378,Fred,7400
1379,Fenn Wright Manson,7413
1380,Furby,7272
1381,Forpen,7216
1382,Famosa Desconocida,7220
1383,FRUTTA,7139
1384,Fuchs & Kiwi,7120
1385,Fireman Sam,7019
1386,Fionella,6894
1387,Falconeri,6899
1388,Friis & Company,6862
1389,Franco Callegari,6863
1390,Frame,6802
1391,Feiyue,6778
1392,fillikid,6754
1393,Filly,6731
1394,France Loisirs,6669
1395,Fenchurch,6549
1396,Frankie Garage,6515
1397,Fizzy,6498
1398,froggy,6465
1399,France Mode,6462
1400,Felino,6427
1401,Fragile,6370
1402,Fragonard,6369
1403,Findlay,6309
1404,Farfallina,6274
1405,Frank Ferry,6135
1406,Frieda & Freddies,6137
1407,Farrutx,6113
1408,Fashion Jeans,6080
1409,Flavio Castellani,6045
1410,Friday's Project,5954
1411,Flash,5944
1412,Fruit De La Passion,5930
1413,Flo,5836
1414,Florilèges Design,5726
1415,FootJoy,5725
1416,fuego,5665
1417,Flam Mode,5659
1418,Francomina,5660
1419,Freebird,5592
1420,Format,5548
1421,Forclaz,5551
1422,Flormar,5517
1423,Finery,5434
1424,Feliz by filou,5424
1425,baby godasse,1
1426,Gémo,4390341
1427,GUESS,2917118
1428,GAP,1430648
1429,George,1302966
1430,G-Star,771574
1431,Geox,541117
1432,Grain de Blé,523730
1433,Grain de Malice,441832
1434,Gucci,374606
1435,Graceland,329744
1436,Giorgio Armani,313515
1437,Gerard Darel,280661
1438,Galeries Lafayette,277434
1439,Gymshark,204627
1440,Garcia,190933
1441,Gant,189337
1442,Giacca,148064
1443,Gerry Weber,137941
1444,Gocco,130388
1445,Gina Tricot,125308
1446,G-Star RAW,120056
1447,Gabor,118970
1448,Gina Benotti,111587
1449,Gaastra,108168
1450,Green Coast,106347
1451,George at ASDA,104475
1452,Go Sport,99042
1453,Glamorous,96765
1454,GAS,93150
1455,Givenchy,90241
1456,Gildan,85365
1457,Gaudi,84713
1458,Girls,82847
1459,Gina,82506
1460,Gate,80269
1461,Grace & Mila,76287
1462,Goliath,71029
1463,GYMP,67950
1464,Geisha,67354
1465,GapKids,61510
1466,Geographical Norway,60358
1467,GiFi,56653
1468,Guerlain,53571
1469,Gioseppo,50771
1470,Golden Goose,48398
1471,Garcia Jeans,43368
1472,GRANDS BOULEVARDS,40944
1473,Gerard Pasquier,38599
1474,Gianfranco Ferre,36139
1475,Giuseppe Zanotti,35457
1476,Georges Rech,34188
1477,greenpoint,33235
1478,George Gina & Lucy,32800
1479,Goa,32055
1480,GHD,31908
1481,Guru,31239
1482,Gino Rossi,31261
1483,Guts & Gusto,30796
1484,GBB,30474
1485,Giochi Preziosi,29823
1486,Gymboree,28966
1487,Gilly Hicks,27578
1488,Gipsy,27322
1489,Game,26595
1490,Gallantry,25427
1491,Gameboy,24987
1492,Gentleman Farmer,24356
1493,Golden Days,23535
1494,Guess by Marciano,23511
1495,Garmin,22165
1496,Games Workshop,22034
1497,Gola,21923
1498,Globe,21679
1499,Ganni,21195
1500,GIRL,20751
1501,Giorgia,20701
1502,Garnier,20474
1503,Gloria Ortiz,20171
1504,Goki,19272
1505,Giesswein,18768
1506,Giorgio,17993
1507,Gina Laura,17472
1508,Gigamic,17015
1509,Goodies,16659
1510,Guess Jeans,16262
1511,Gattinoni,16187
1512,Guy Laroche,16055
1513,Giorgia & Johns,15593
1514,Goldenpoint,15402
1515,Golden Lady,15387
1516,Gormiti,15262
1517,Gian Marco Venturi,15134
1518,Gang,14822
1519,Garancia,14830
1520,Glamour,14790
1521,Gsus,14654
1522,Givova,14339
1523,GAëLLE Paris,14318
1524,Görtz,14111
1525,Garage,14019
1526,Glowrias,13789
1527,Gold & Silver,13423
1528,Gov Denim,13280
1529,Gas Bijoux,12633
1530,Gaëlle,12603
1531,Good Look,12389
1532,Gadea,12339
1533,Gudrun Sjödén,12201
1534,G Kids,12171
1535,Gym King,12212
1536,Graine de Rêve,12157
1537,Garvalín,11778
1538,Grobag,11163
1539,gabriella vicenza,10941
1540,GCDS,10897
1541,Gutteridge,10897
1542,Gorgeous,10856
1543,Grace,10852
1544,Goosecraft,10790
1545,Groggy by jbc,10701
1546,Gambettes Box,10535
1547,GF Ferre,10488
1548,Grand Voile,10280
1549,Gatta,10145
1550,Gore Tex,10058
1551,Golddigga,10036
1552,Gorjuss,10049
1553,Gestuz,10019
1554,Girbaud,10016
1555,Grimey,9859
1556,Grey Wolf,9800
1557,G-Shock,9765
1558,Garanimals,9731
1559,gardeur,9673
1560,Gigue,9552
1561,Goula,9475
1562,Groggy,9385
1563,Gabs,9377
1564,Girl2Girl,9344
1565,Georgia Rose,9144
1566,Geneva,9021
1567,GELCO,8955
1568,Graco,8909
1569,Grünland,8849
1570,GB,8818
1571,Gallery,8774
1572,Gianni Chiarini,8532
1573,Girl Tribu,8513
1574,Gate Woman,8460
1575,Garconne,8210
1576,goldsmith,7917
1577,GLOBO,7884
1578,Gelati,7859
1579,Garella,7833
1580,Gil Bret,7795
1581,Gründ,7638
1582,Guinness,7536
1583,Gianni,7522
1584,Ghost,7427
1585,Galaxy,7384
1586,Giro,7357
1587,Griffon,7333
1588,Gai Mattiolo,7321
1589,Golfino,7290
1590,Game of Thrones,7217
1591,Galeria Kaufhof,7195
1592,Green,7208
1593,GONE by Gemo,7149
1594,Gelert,7154
1595,great plains,7115
1596,Gaialuna,6998
1597,Green ICE,6979
1598,G-MAXX,6962
1599,Guitare,6835
1600,GEGRGE,6821
1601,GUM,6735
1602,Genius,6735
1603,Grace Karin,6691
1604,Giada,6653
1605,Giovanni,6636
1606,Geuther,6599
1607,Gloss,6565
1608,Golden Live,6492
1609,Georges Franck,6308
1610,Girl in Mind,6299
1611,Gat Rimon,6257
1612,Gien,6148
1613,G-Smack,6132
1614,Generation,6093
1615,giracoo,6078
1616,Grafix,6023
1617,GIRANDOLA,5972
1618,Gin Tonic,5918
1619,GOGO,5901
1620,Gold and silver,5893
1621,Giordano,5860
1622,Gallimard Jeunesse,5797
1623,Gossip,5786
1624,Gina Bacconi,5747
1625,Gilbert,5730
1626,Gertrude,5660
1627,Goa collection,5621
1628,Giovane,5568
1629,Gamin Gamine,5565
1630,GALLO,5548
1631,Gold SK,5382
1632,Gerber,5362
1633,Gaia,5334
1634,Gray Label,5338
1635,Gym glamour,5314
1636,Gotcha,5252
1637,GOOD FOR NOTHING,5229
1638,Gaimo,5212
1639,Geologic,5059
1640,Guzzini,5022
1641,GIRLS ON FILM,5001
1642,Glam,4988
1643,Glassons,4942
1644,Gamex,4922
1645,Garance,4875
1646,Giacomo Conti,4857
1647,Gianvito Rossi,4773
1648,Grain de Sable,4741
1649,Gio Cellini,4724
1650,GARDEN,4625
1651,Giancarlo Paoli,4542
1652,G.RICCERI,4487
1653,Gorila,4464
1654,Geospirit,4463
1655,Glénat,4465
1656,G-one,4422
1657,Galoob,4412
1658,Gepy,4389
1659,Geiger,4393
1660,Given,4356
1661,Guy Degrenne,4306
1662,Giovanni Raspini,4274
1663,Glo-Story,4243
1664,H&M,36885936
1665,Hollister,1750931
1666,Hema,1000098
1667,Hugo Boss,863413
1668,Hello Kitty,465180
1669,House,417889
1670,H&M Divided,331682
1671,Hasbro,275758
1672,Harry Potter,261989
1673,Hogan,147559
1674,Hollister & Co,134898
1675,Havaianas,129267
1676,Hallhuber,115412
1677,Hot Wheels,112930
1678,Haba,106804
1679,Hummel,94759
1680,Hard Rock Café,89238
1681,Hermès,83147
1682,Hilfiger Denim,67921
1683,H&M Mama,67793
1684,Hachette,64046
1685,Hailys,59883
1686,Harley Davidson,58095
1687,histoire d'or,52967
1688,Hecho a Mano,49124
1689,Hackett,48220
1690,Helly Hansen,47030
1691,heine,43700
1692,Harmont & Blaine,42658
1693,Hobbs,42233
1694,Hippie,42150
1695,Head,40687
1696,Huawei,40080
1697,Hipanema,38032
1698,Hugo,34737
1699,Hunter,33255
1700,Hoss Intropia,32709
1701,Hell Bunny,31429
1702,Hess Natur,31414
1703,High,31248
1704,Hispanitas,30433
1705,Heelys,29455
1706,Hand Knitted,29141
1707,Handgemaakt,28762
1708,Hush Puppies,28048
1709,Hublot,27578
1710,Hype,27627
1711,HUF,24944
1712,Huda Beauty,23921
1713,Hachette Jeunesse,23037
1714,Hause,22225
1715,Hangar 86,22140
1716,Happiness,22027
1717,Hurley,21885
1718,Heyraud,21842
1719,Hampton Bays,21103
1720,Hartford,20969
1721,Hauck,20492
1722,H-Landers,20086
1723,HÖGL,20098
1724,Henry Cotton´s,19642
1725,Hexagona,19530
1726,Hello Miss,19144
1727,Hi-Tec,18045
1728,House of CB,17450
1729,Hape,17168
1730,H&M L.O.G.G.,17204
1731,Hatchimals,15947
1732,Herschel,15798
1733,Hoppediz,15633
1734,H&M Basic,15438
1735,Hust & Claire,14650
1736,Harris Wilson,13775
1737,Hatier,13577
1738,Hamac,13589
1739,hama,12776
1740,HIP,12719
1741,Hush,12730
1742,Herrlicher,12455
1743,H&M Sport,12144
1744,HelloBody,12038
1745,Hilde & Co,11906
1746,hp,11858
1747,Hanes,11674
1748,H2O,11563
1749,Hawkers,11543
1750,HELLINE,11481
1751,HV Polo,11363
1752,Harrods,11288
1753,Happy Kids,10730
1754,happy girls,10603
1755,Henri Lloyd,10530
1756,Highly Preppy,10332
1757,HKM,10250
1758,Hippocampe,10215
1759,H.I.S,10028
1760,Heritage,9986
1761,H&D,9589
1762,HUGGIES,9540
1763,Hero Seven,9393
1764,Hotter,9294
1765,Hope,9185
1766,Hudson,9075
1767,HOUSE OF JAMIE,9044
1768,Haix,9008
1769,Holiday,8801
1770,Human Nature,8541
1771,Happy Socks,8478
1772,Happy House,8441
1773,Hatley,8279
1774,Hampton Republic,8270
1775,Harris & Lewis,7842
1776,Histoire d'Ours,7726
1777,Haribo,7710
1778,Heidi Klum,7536
1779,Huit,7535
1780,Hennes Collection,7479
1781,Hakei,7383
1782,Hannah Montana,7313
1783,Helena Sorel,7232
1784,Helmut Lang,7213
1785,H&M Home,7110
1786,Hartan,7026
1787,Hirsch,6912
1788,Hollywood,6871
1789,home&you,6861
1790,Horze,6705
1791,Hammerschmid,6514
1792,HUGO Hugo Boss,6525
1793,Harmony,6379
1794,Hannah,6338
1795,Hanny Deep,6324
1796,Herlaine,6253
1797,House of Denim,6229
1798,HEM,6231
1799,Heineken,6009
1800,Hearts & Roses,6004
1801,HAPPY STAR,5897
1802,H&M Conscious,5839
1803,Habitat,5798
1804,Hue,5781
1805,Hotel Particulier,5753
1806,"Harry""s Horse",5742
1807,Happy Girls Club by C&A,5596
1808,Honda,5579
1809,Hoyvoy,5543
1810,HJC,5451
1811,Himalaya,5378
1812,HOM,5390
1813,Happymum,5279
1814,HHG,5268
1815,Holy Preppy,5237
1816,Holly & Joey,5213
1817,Hemma,5170
1818,Hale Bob,5157
1819,Holly & Whyte,5155
1820,Hans Natur,5150
1821,HF,5055
1822,HUB,5034
1823,HOOPS,5045
1824,Humanoid,5035
1825,HPW,5012
1826,Hedgren,4976
1827,Hein-Gericke,4853
1828,Haglöfs,4735
1829,Herno,4689
1830,Humör,4650
1831,Horsefeathers,4546
1832,Hana,4509
1833,Hot Tuna,4526
1834,Harry Styles,4470
1835,HNathalie,4444
1836,Harper & Yve,4433
1837,Himalaya Mountain,4410
1838,Hawes & Curtis,4423
1839,Happy Horse,4368
1840,Husky,4360
1841,Hot Toys,4379
1842,Hip & Hopps,4348
1843,Humanic,4245
1844,Honey Punch,4238
1845,Hackett London,4260
1846,Hello Moon Shop,4233
1847,Home Creation,4129
1848,Haora,4103
1849,Helena Rubinstein,4095
1850,Harrington,4040
1851,Hachette Éducation,4030
1852,HAPPY,4034
1853,Hopenlife,4016
1854,House of Fraser,3969
1855,Helena Vera,3966
1856,Henleys,3946
1857,Heschung,3858
1858,Hudora,3858
1859,Hot,3818
1860,Henry Holland,3796
1861,Harcour,3798
1862,HBO,3777
1863,Heimstone,3770
1864,Hamaki - Ho,3759
1865,Heron Preston,3748
1866,Happy Bee,3752
1867,Honeywell,3713
1868,Hirica,3694
1869,Hod,3693
1870,Herlitz,3613
1871,Hammer,3601
1872,Hot Topic,3590
1873,Honey,3578
1874,Hilfiger Collection,3535
1875,Helstons,3533
1876,Hydrogen,3533
1877,HONOR,3387
1878,HYBRID,3310
1879,Hozone,3252
1880,Hoss,3247
1881,Horse pilot,3200
1882,Hug & Clau,3179
1883,Halogène,3159
1884,Halo,3178
1885,Horseware,3163
1886,Held,3144
1887,Hucke,3143
1888,HORSPIST,3091
1889,heros,3079
1890,heytens,3035
1891,Horka,3017
1892,Hexeline,2938
1893,Hervé Léger,2920
1894,H&M Studio,2892
1895,Heidi,2855
1896,Hippocampe Paris,2850
1897,HTC,2839
1898,Happeak,2805
1899,Haze&Finn,2802
1900,IKKS,2817710
1901,In Extenso,2433679
1902,Inconnu,441259
1903,IKEA,369922
1904,Impidimpi,367136
1905,Independent,275447
1906,Influx,258259
1907,Intimissimi,242758
1908,Isabel Marant,179232
1909,Inside,164487
1910,Imperial,134530
1911,I Saw it First,120908
1912,ici et maintenant,119786
1913,ICHI,106560
1914,Intersport,75869
1915,In The Style,75833
1916,it Hippie,69702
1917,Italy Moda,66318
1918,IDEXE',63697
1919,Icepeak,56888
1920,Italia,55361
1921,Ideal Of Sweden,52280
1922,I am,52059
1923,I.Code,49567
1924,I Do,47897
1925,Ice Watch,46113
1926,ideal,44556
1927,IZAC,42677
1928,IRO,37211
1929,Iceberg,35256
1930,Ipanema,34868
1931,Il gufo,34710
1932,Infinity,33261
1933,IXOO,31740
1934,intermarché,31401
1935,Indian,30374
1936,isotoner,30085
1937,INC,28360
1938,IVIVI,28217
1939,Indigo,26580
1940,Intrend,25970
1941,INTEX,26005
1942,Interdit de me gronder,24948
1943,IXON,23631
1944,Imps & Elfs,22193
1945,Invicta,21834
1946,ikebana,21290
1947,IGOR,21216
1948,Ivy Park,21160
1949,Ikita,21052
1950,Influence,19892
1951,InWear,19565
1952,Italian Style,18681
1953,Identic,18322
1954,Infantino,18004
1955,iTS,17771
1956,Irregular Choice,16974
1957,Iron Fist,16577
1958,Ideal shoes,16411
1959,iBlues,14697
1960,Indian Blue Jeans,14258
1961,iets frans,13368
1962,Inglesina,12403
1963,Izabel,12392
1964,Inesis,12287
1965,IMC Toys,12211
1966,Indies,11838
1967,IANA,11680
1968,Indi & Cold,11673
1969,Imaginarium,11545
1970,Invito,11084
1971,Infinity Kids,10679
1972,Inuovo,10635
1973,Ines de la Fressange,10601
1974,IZIPIZI,10336
1975,iELM,10361
1976,Igi&Co,10280
1977,Instinct De Mode,10196
1978,Ici Maintenant,10198
1979,Internacionale,10048
1980,Iriedaily,10015
1981,Italia Independent,9954
1982,IDK,9751
1983,Inscene,9379
1984,infinitif,9337
1985,ICON,9116
1986,Ingenuity,8820
1987,IMETEC,7938
1988,I.QUING,7802
1989,Issey Miyake,7808
1990,Isar Trachten,7521
1991,IXS,7501
1992,Image,7042
1993,IUTER,7037
1994,inblu,7043
1995,Insight,6988
1996,Iwie,6934
1997,iobio PoPoLiNi,6857
1998,Isabel Marant Étoile,6561
1999,In gold we Trust,6474
2000,Isabelle Marant,6465
2001,iEFiEL,6203
2002,Infinity Woman,6210
2003,IGUANA,5965
2004,Identity,5948
2005,intropia,5900
2006,iello,5874
2007,Ivyrevel,5663
2008,IL LACCIO,5512
2009,INSTYLE,5471
2010,IZOD,5459
2011,Ivoire,5440
2012,Indian Rose,5258
2013,Inditex,5256
2014,Intelligent Store,5246
2015,I love girlswear,5176
2016,INNOCENCE,5143
2017,I.AM.GIA,5073
2018,Imprevu,5058
2019,IRIS,5035
2020,In Linea,5020
2021,In April 1986,4984
2022,Idano,4853
2023,Icrush,4699
2024,Ice Age,4660
2025,Impact,4609
2026,INOX,4377
2027,inspire,4349
2028,Intimo,4327
2029,IXOS,4310
2030,Impression,4206
2031,IVY & OAK,4124
2032,iRL,4104
2033,Ivory,4022
2034,it cosmetics,3983
2035,Illamasqua,3935
2036,Isle,3933
2037,ID Italian,3928
2038,I Play,3907
2039,IQ,3902
2040,I DODO,3871
2041,Interdee,3847
2042,I Pinco Pallino,3845
2043,Italian Fashion,3824
2044,Incandescence,3798
2045,IBANA,3717
2046,I Love NY,3707
2047,icebreaker,3667
2048,Isaac Mizrahi,3603
2049,Inter,3590
2050,IKO,3552
2051,Isabel de Pedro,3521
2052,Iska,3514
2053,Irene Van Ryb,3502
2054,Isla Ibiza,3488
2055,IZZY,3492
2056,Inès DELAURE,3252
2057,Ilse Jacobsen,3253
2058,I Am A Limited Edition,3192
2059,INGLOT,3179
2060,Ippon Vintage,3153
2061,Ipekyol,3122
2062,ImseVimse,3051
2063,Implicite,3034
2064,I Love Milk,3049
2065,individual,3034
2066,Icone,3027
2067,Ishikawa,3023
2068,I Love LFM,3016
2069,I`Kids,2990
2070,Ilann Five,2960
2071,INDICODE,2893
2072,illumicrate,2890
2073,Intuition,2861
2074,Ilario Ferucci,2851
2075,Incotex,2820
2076,IL`DOLCE,2801
2077,Initiale Paris,2784
2078,Interbaby,2775
2079,IRGE,2756
2080,Intermezzo,2747
2081,Is To Me,2710
2082,ItsImagical,2707
2083,Invisible,2695
2084,Impressionen,2637
2085,Imitz,2594
2086,Ipsso,2555
2087,Infinite,2557
2088,Isaco,2539
2089,Illumination,2516
2090,in-stylefashion,2514
2091,Isdin,2488
2092,IDEA,2488
2093,I Love Shoes,2455
2094,ION,2416
2095,Ivanka Trump,2350
2096,invisibobble,2343
2097,IMAC,2332
2098,Inspirations,2285
2099,IsaDora,2260
2100,Insua,2255
2101,Identita,2203
2102,iXXXi,2209
2103,ICIW,2170
2104,Iska London,2163
2105,INVICTUS,2140
2106,IMPULS,2130
2107,inch blue,2121
2108,Isana,2076
2109,Imua,2061
2110,Illusive London,2022
2111,islo,2010
2112,Ikoone&Bianka,2004
2113,INC International Concepts,1965
2114,Isabelle Kessedjian,1944
2115,In The Night Garden,1963
2116,INTRAMA,1946
2117,ICONIC,1947
2118,I'M BRIAN,1917
2119,Ikrush,1914
2120,Isacco,1908
2121,Ingrid,1906
2122,Imagini,1866
2123,Indian Emporium,1878
2124,Imparfaite,1857
2125,Isabella Oliver,1850
2126,Ink,1846
2127,Illuminate,1839
2128,Il Granchio,1810
2129,Innovakids,1805
2130,IRIE,1787
2131,Iris & Lilly,1806
2132,IRONMAN,1779
2133,Isabella,1771
2134,Impressions,1747
2135,Iconoclast,1721
2136,IKAO,1714
2137,Issa,1702
2138,Jennyfer,4689218
2139,Jordan,915198
2140,Jack & Jones,875664
2141,Jules,838542
2142,JBC,795463
2143,Jacadi,793214
2144,Jacqueline Riu,433540
2145,Jennifer,417630
2146,Janina,221929
2147,Jacqueline de Yong,194258
2148,JustFab,178660
2149,Jako-o,165075
2150,Jonak,130664
2151,Jack Wills,120179
2152,Jean Bourget,118016
2153,John Lewis,112971
2154,Jack Wolfskin,100932
2155,JoJo Maman Bébé,84874
2156,Jenny Fairy,81611
2157,Janod,77664
2158,Jean Pascale,76150
2159,Juicy Couture,70473
2160,Jessica,67896
2161,Jake*s,67136
2162,Jott,64422
2163,John Baner,60071
2164,Jasper Conran,59988
2165,JSP,57644
2166,Jane Norman,57172
2167,Joma,56145
2168,Jean Paul Gaultier,53032
2169,Jus D´orange,51086
2170,Japan Rags,49774
2171,Jimmy Choo,49494
2172,Jako,48538
2173,Just Cavalli,47431
2174,JOOP!,43864
2175,Je ne sais quoi,43209
2176,JODHPUR,42181
2177,Jeckerson,40796
2178,Jeffrey Campbell,40593
2179,J.Crew,38204
2180,JB Martin,37491
2181,Jack,36497
2182,Julie Guerlande,35326
2183,Joe Browns,34533
2184,Jolie,34159
2185,Jane,33333
2186,Jacky Baby,32585
2187,Josh V,29549
2188,Jumbo,29048
2189,Jumex,27569
2190,Jubylee,27001
2191,Jaqueline de Yong,26324
2192,Jigsaw,25447
2193,John H,25046
2194,Jeans Industry,24403
2195,Jollein,23867
2196,Jordan x Off-White,22964
2197,JDY,21407
2198,Jennifer Taylor,20952
2199,John Galliano,20726
2200,JJ`s House,20362
2201,Jaded London,20240
2202,Just,20049
2203,Joseph Ribkoff,19383
2204,J. Jeans,19281
2205,Jaeger,18658
2206,Joy,17972
2207,Joseph,17948
2208,Joie,17784
2209,Jill,17206
2210,Jil Sander,17151
2211,jackpot,16075
2212,Jacob Cohën,15985
2213,Jak,15974
2214,Jean-Louis Scherrer,15553
2215,John Rocha,15196
2216,JewelCandle,14928
2217,Jubel,14702
2218,Jellycat,14617
2219,Jean Paul,14392
2220,Julbo,14347
2221,Jacques Vert,14278
2222,Jana,14232
2223,J&Joy,14109
2224,Jofrati,14112
2225,JN-Joy,13944
2226,Janet & Janet,13912
2227,JULIE,13855
2228,J Brand,13763
2229,Jessica Simpson,13603
2230,Jette Joop,13427
2231,JS Millenium,13330
2232,Julien Macdonald,13263
2233,Jade & me,13168
2234,JBL,12794
2235,Juju & Christine,12633
2236,Just small,11891
2237,Justice,11381
2238,JCL,11183
2239,JHK,10995
2240,John Smith,10867
2241,Joha,10731
2242,Juwelier,10698
2243,J'aime lire,10680
2244,Junarose,10590
2245,Jérôme Dreyfuss,10440
2246,Javier Simorra,10207
2247,Jad,10133
2248,Jones New York,10003
2249,Jaune Rouge,9722
2250,Jacquemus,9696
2251,Jenny,9519
2252,Jijil,9517
2253,Jolinesse,9380
2254,Julius Zollner,9350
2255,Jeans Fritz,9289
2256,Jennika,9110
2257,Jacky Luxury,8549
2258,Jane Klain,8492
2259,JEFF,8348
2260,John Richmond,8301
2261,Jottum,8233
2262,Jade,7954
2263,JD Williams,7881
2264,Jm. Diamant,7855
2265,Just Addict,7824
2266,Jocavi,7815
2267,Jucca,7782
2268,Jennifer Lopez,7579
2269,JouéClub,7572
2270,Joolz,7559
2271,JVZ,7536
2272,JETTE,7464
2273,J.M. Weston,7309
2274,Jovial,7254
2275,Je Porte Mon Bebe,7177
2276,J&J,7143
2277,Jus de Pom,7122
2278,Jardin Secret,7111
2279,Jean-Marc Philippe,7084
2280,Jose Varon,7057
2281,Junior J,7068
2282,Joanna Hope,6994
2283,Joker,6935
2284,Juguettos,6903
2285,JC de Castelbajac,6755
2286,Jerem,6699
2287,Just Jeans,6570
2288,Jhay,6490
2289,Josephine & Co,6485
2290,Justice League,6400
2291,Jeep,6335
2292,J'aime,6315
2293,Janis & John,6296
2294,Just Female,6281
2295,Jazlyn,6258
2296,JUMP,6192
2297,Juliet,6177
2298,Jilly,6018
2299,Jeffree Star,5978
2300,Jupiter,5929
2301,Jensen,5915
2302,Jeff Banks,5912
2303,Jerzees,5894
2304,Jo&Mr.Joe,5883
2305,Jean Pascal,5785
2306,Johanna,5724
2307,JPMBB,5685
2308,Jaguar,5684
2309,Janet D.,5597
2310,Just For You,5544
2311,Jadea,5541
2312,Janus,5508
2313,Johanna Paris,5492
2314,Joe Fresh,5386
2315,Jeanswear,5361
2316,Jo Malone,5334
2317,janie and jack,5267
2318,Jolifin,5213
2319,Just F,5225
2320,John Devin,5127
2321,Julie Mode,5075
2322,JOLINA,5054
2323,Jumping Beans,5012
2324,James & Nicholson,5001
2325,Jöwell,4994
2326,Just in Case,4952
2327,Jones Bootmaker,4928
2328,Jonas Nielsen,4897
2329,Juliana,4853
2330,Joustra,4783
2331,JUST WOMAN,4746
2332,Java,4726
2333,Jonap,4667
2334,Julien d'orcel,4647
2335,Jeff Gallano,4625
2336,Jeremy's,4600
2337,Jacamo,4582
2338,Jac Jac,4542
2339,Just Too Cute,4535
2340,Julia June,4502
2341,Josef Seibel,4492
2342,J. Stars,4484
2343,John Deere,4476
2344,Jackson,4470
2345,J.Lindeberg,4447
2346,Juffrouw Jansen,4423
2347,Joy & Fun,4365
2348,Jurassic Park,4306
2349,Jungle,4281
2350,JETTE by Staccato,4271
2351,Julia,4162
2352,J-Line,4136
2353,Joanie,4077
2354,jumelles,4035
2355,Joseph Janard,4025
2356,juju,3979
2357,Jean Delatour,3900
2358,J'hayber,3870
2359,Jaggy,3877
2360,jeujura,3872
2361,JOUEF,3869
2362,JuwelKerze,3862
2363,jsfn,3856
2364,Johnnie B,3851
